Driver,Age,AnnualSalary
6910,32,57114.59
6911,28,49334.88
6912,50,76648.14
6913,40,64184.92
6914,49,86131.9
6915,43,78723.18
6916,48,34729.17
6917,50,74325.08
6918,32,30898.12
6919,47,51564.14
6920,40,79330.59
6921,45,48330.92
6922,41,75991.21
6923,54,84285.47
6924,27,61206.3
6925,43,47057.49
6926,55,81312.37
6927,43,88754.04
6928,38,35667.03
6929,45,79093.93
6930,36,86728.44
6931,44,81218.37
6932,39,40066.99
6933,49,84288.94
6934,30,77691.54
6935,27,32521.81
6936,28,89830.39
6937,33,85039.11
6938,30,62949.3
6939,55,80520.24
6940,26,52221.43
6941,46,61165.56
6942,32,41350.1
6943,28,63589.34
6944,27,51417.76
6945,43,83275.8
6946,26,52466.96
6947,34,60473.14
6948,48,48336.32
6949,54,51637.15
6950,29,86514.77
6951,57,64332.44
6952,41,59207.36
6953,27,53349.05
6954,57,82685.67
6955,46,44326.58
6956,56,34397.94
6957,49,53220.44
6958,53,45863.03
6959,60,57142.13
6960,37,55459.03
6961,55,85046.85
6962,55,75843.76
6963,53,81455.06
6964,49,87646.07
6965,53,78510.58
6966,50,87483.99
6967,50,57348.57
6968,41,81990.36
6969,45,33268.11
6970,59,56091.6
6971,53,35030.82
6972,41,48818.84
6973,26,67633.67
6974,25,30264.86
6975,56,30838.84
6976,54,63370.51
6977,34,57687.15
6978,44,43256.07
6979,55,68080.43
6980,32,63138.56
6981,58,64167.41
6982,35,88314.47
6983,34,69643.37
6984,53,67745.44
6985,29,63297.89
6986,56,81973.58
6987,45,48026.81
6988,54,63824.54
6989,39,61253.91
6990,51,66368.64
6991,54,88981.66
6992,60,65369.56
6993,25,84698.19
6994,56,50939.68
6995,42,32138.48
6996,25,79172.69
6997,55,37843.24
6998,52,87930.14
6999,58,50915.52
7000,49,32441.2
7001,29,40494.53
7002,54,60357.71
7003,26,86347.63
7004,29,68853.08
7005,44,84734.76
7006,43,33833.18
7007,49,52631.69
7008,45,35480.62
7009,44,66373.59
7010,25,37191.15
7011,48,54101.48
7012,59,43612.43
7013,60,48373.43
7014,54,51030.93
7015,25,34235.6
7016,50,65315.24
7017,30,62927.56
7018,36,86366.36
7019,29,60477.2
7020,43,70219.75
7021,53,30979.59
7022,34,74681.43
7023,34,66741.01
7024,35,82351.58
7025,58,77362.45
7026,49,41871.51
7027,41,81013.81
7028,41,84980.32
7029,39,32986.17
7030,46,58216.14
7031,44,86348.91
7032,31,71465.58
7033,26,32443.81
7034,26,79172.42
7035,51,70293.42
7036,40,36936.51
7037,43,80825.76
7038,53,44770.99
7039,32,74914.13
7040,57,30719.19
7041,45,62088.33
7042,39,54572.47
7043,60,71418.48
7044,50,60531.49
7045,38,35966.42
7046,29,48630.18
7047,60,60233.27
7048,60,86891.15
7049,46,85975.76
7050,27,69316.86
7051,32,35846.29
7052,33,55901.25
7053,46,80598.19
7054,43,52232.31
7055,57,79915.1
7056,37,64466.53
7057,53,34616.15
7058,30,37970.18
7059,26,57153.13
7060,54,43120.42
7061,29,88966.8
7062,53,37319.63
7063,42,55346.82
7064,55,77395.46
7065,43,42763.78
7066,44,62971.78
7067,41,67191.04
7068,35,63998.04
7069,57,87284.02
7070,27,33663.88
7071,44,55607.42
7072,46,69608.46
7073,28,33439.15
7074,25,77340.15
7075,56,39802.57
7076,39,88537.49
7077,45,79460.01
7078,25,61967.66
7079,52,37116.95
7080,41,45937.47
7081,40,75230.02
7082,58,55972.26
7083,31,44445.54
7084,50,73688.94
7085,29,61528.19
7086,26,31041.95
7087,60,58104.21
7088,57,74063.89
7089,32,84676.84
7090,29,72211.46
7091,49,74080.81
7092,60,38321.79
7093,26,43114.94
7094,41,45535.01
7095,51,77555.44
7096,42,83841.94
7097,57,58472.25
7098,35,72931.55
7099,26,41804.01
7100,57,48268.0
7101,35,83594.84
7102,29,69060.74
7103,34,58411.73
7104,29,69418.79
7105,60,71823.07
7106,28,44640.24
7107,60,35540.19
7108,36,45830.44
7109,59,66130.13
7110,45,68739.92
7111,29,56075.31
7112,39,59820.7
7113,29,41101.74
7114,35,64478.65
7115,26,63090.14
7116,54,43958.36
7117,35,38654.11
7118,58,30530.45
7119,58,57698.33
7120,52,74486.46
7121,26,64476.58
7122,40,46959.55
7123,60,87816.05
7124,56,86290.83
7125,37,39509.45
7126,54,49149.61
7127,31,89654.01
7128,26,61834.45
7129,59,40880.5
7130,55,39355.36
7131,37,72654.98
7132,26,70284.1
7133,30,37611.52
7134,56,47814.81
7135,30,81078.65
7136,36,42183.59
7137,45,83187.12
7138,27,55689.95
7139,49,77628.9
7140,26,78071.2
7141,56,44520.67
7142,25,63789.25
7143,26,32127.88
7144,30,53829.78
7145,47,34190.11
7146,35,59087.5
7147,37,89977.52
7148,35,53187.17
7149,26,50834.82
7150,35,89921.05
7151,47,76163.91
7152,30,89048.93
7153,60,81632.12
7154,30,47325.54
7155,55,36299.89
7156,27,63747.14
7157,50,79108.08
7158,26,31916.76
7159,35,53029.07
7160,43,58206.55
7161,31,63180.62
7162,55,68805.71
7163,58,57547.22
7164,26,52443.55
7165,56,52437.36
7166,59,67174.18
7167,31,38464.23
7168,43,81358.56
7169,30,69514.74
7170,25,40947.8
7171,47,44251.18
7172,47,67288.97
7173,37,67842.09
7174,57,71251.22
7175,33,78019.37
7176,46,40881.11
7177,32,67384.03
7178,36,51893.7
7179,39,64993.14
7180,52,32849.09
7181,44,35239.27
7182,46,78044.14
7183,53,84018.59
7184,45,89458.27
7185,26,49580.23
7186,47,85039.62
7187,50,86869.45
7188,59,64712.49
7189,38,66823.12
7190,26,41038.34
7191,51,52655.26
7192,46,42644.44
7193,26,63556.83
7194,41,51449.7
7195,34,46978.74
7196,54,77723.15
7197,27,58135.94
7198,32,73378.66
7199,57,87469.52
7200,54,77059.0
7201,54,83150.41
7202,47,44917.97
7203,50,35869.34
7204,58,39147.97
7205,52,48093.24
7206,54,55890.72
7207,52,31059.77
7208,45,83892.47
7209,40,63522.84
7210,48,89693.04
7211,51,67728.21
7212,30,73635.27
7213,43,78542.39
7214,56,38043.41
7215,30,62620.16
7216,32,66438.33
7217,26,33296.22
7218,37,80446.05
7219,56,54101.18
7220,36,68395.6
7221,43,81125.52
7222,53,41383.18
7223,43,72804.01
7224,37,89865.18
7225,49,50917.59
7226,52,45328.17
7227,57,69139.15
7228,37,63944.22
7229,41,87838.51
7230,54,59850.49
7231,45,38520.69
7232,48,77432.81
7233,54,87843.05
7234,31,62159.29
7235,54,51703.56
7236,47,55585.59
7237,37,36750.76
7238,60,87910.46
7239,46,33931.15
7240,33,61131.43
7241,55,37858.28
7242,58,85912.7
7243,59,66806.99
7244,49,60944.42
7245,54,89038.55
7246,56,65636.01
7247,28,33740.59
7248,28,51819.28
7249,47,35834.64
7250,40,48206.2
7251,37,51431.62
7252,56,73917.16
7253,59,62728.68
7254,37,61367.86
7255,35,44037.92
7256,30,67928.51
7257,53,71296.1
7258,25,40427.71
7259,44,43628.82
7260,39,41337.8
7261,44,76798.24
7262,38,89416.32
7263,40,79611.84
7264,34,62782.25
7265,29,62489.31
7266,58,43775.25
7267,28,83893.66
7268,39,67568.75
7269,39,74984.34
7270,37,70822.66
7271,30,48428.26
7272,25,45797.28
7273,51,59718.42
7274,53,45569.65
7275,36,48637.92
7276,34,48719.82
7277,40,36030.69
7278,27,61466.07
7279,54,85305.9
7280,39,87265.13
7281,28,59443.65
7282,49,59988.23
7283,48,53104.89
7284,39,65513.14
7285,41,45423.37
7286,29,36548.84
7287,39,81384.6
7288,32,63796.86
7289,49,66591.99
7290,37,36218.71
7291,50,30702.57
7292,44,67182.18
7293,43,49066.12
7294,58,83153.37
7295,31,44554.79
7296,35,43168.56
7297,51,85165.56
7298,55,89480.53
7299,50,72680.62
7300,47,67084.51
7301,28,33895.18
7302,56,86572.12
7303,52,54395.73
7304,52,39986.78
7305,38,38283.2
7306,49,61057.71
7307,59,69053.68
7308,26,88662.58
7309,56,80945.04
7310,27,51337.22
7311,39,62873.73
7312,50,88260.17
7313,26,64302.65
7314,58,85688.3
7315,47,36424.92
7316,39,37258.38
7317,41,83403.52
7318,34,64664.15
7319,55,31960.25
7320,54,73665.99
7321,27,68025.51
7322,45,55890.76
7323,33,37014.86
7324,34,66502.31
7325,29,82211.42
7326,46,70855.49
7327,34,33038.12
7328,28,59438.42
7329,52,38908.45
7330,25,69981.94
7331,54,40323.45
7332,37,71755.89
7333,56,67682.72
7334,28,31303.48
7335,43,70717.72
7336,30,74270.79
7337,60,64197.4
7338,47,35987.96
7339,27,61490.9
7340,39,89868.32
7341,31,68108.44
7342,42,69639.56
7343,40,64409.96
7344,47,76152.51
7345,47,64207.81
7346,40,42497.51
7347,57,60022.57
7348,48,32251.32
7349,52,45341.93
7350,58,55459.88
7351,58,63966.15
7352,60,86900.47
7353,58,49529.88
7354,36,33732.36
7355,31,64292.37
7356,31,80114.36
7357,57,42045.41
7358,58,33184.34
7359,43,54900.71
7360,52,70523.11
7361,59,72259.55
7362,25,66204.74
7363,48,68299.27
7364,51,70473.65
7365,47,75228.17
7366,31,56742.23
7367,50,72031.8
7368,32,74945.72
7369,32,67927.6
7370,54,47668.33
7371,55,86136.74
7372,36,74511.7
7373,31,33600.96
7374,28,47265.39
7375,46,89765.4
7376,27,83997.79
7377,33,38394.24
7378,34,55605.74
7379,42,80171.11
7380,42,43842.56
7381,41,68747.81
7382,43,65387.9
7383,46,52789.61
7384,40,60510.92
7385,60,82058.38
7386,43,31461.08
7387,41,53947.53
7388,42,32381.03
7389,30,49555.08
7390,45,67000.28
7391,59,31268.31
7392,44,48447.11
7393,27,75183.03
7394,54,33628.66
7395,49,49789.39
7396,35,61822.52
7397,42,86546.1
7398,28,86498.71
7399,54,64405.38
7400,42,41012.31
7401,56,42117.22
7402,59,83458.37
7403,41,77494.16
7404,35,31301.78
7405,46,49778.62
7406,49,46751.44
7407,57,52203.19
7408,33,60935.28
7409,42,56383.98
7410,28,58953.49
7411,34,43229.64
7412,29,84270.65
7413,56,40302.74
7414,38,42579.25
7415,44,35927.26
7416,44,64487.47
7417,36,64018.96
7418,25,60509.97
7419,34,49553.87
7420,43,81495.19
7421,30,42891.08
7422,56,89674.84
7423,27,49255.18
7424,45,30380.71
7425,46,74816.12
7426,31,40607.27
7427,44,64274.92
7428,25,62097.01
7429,29,57133.49
7430,26,85674.87
7431,26,71152.31
7432,49,75363.6
7433,29,79426.17
7434,48,31592.52
7435,26,38722.63
7436,36,47182.09
7437,31,56010.91
7438,59,36576.12
7439,54,69668.66
7440,29,58240.51
7441,40,30774.49
7442,42,84105.33
7443,60,82970.91
7444,38,73657.1
7445,36,55182.23
7446,53,64989.97
7447,54,79539.76
7448,52,80916.59
7449,44,67016.5
7450,27,48025.25
7451,37,65093.78
7452,25,73536.89
7453,29,70185.04
7454,47,30163.06
7455,37,69568.46
7456,27,54690.91
7457,32,30227.42
7458,28,70424.33
7459,32,82611.6
7460,29,42122.52
7461,36,37143.5
7462,33,47659.8
7463,39,41630.98
7464,53,57246.7
7465,50,89689.7
7466,41,32165.58
7467,52,76840.62
7468,46,88238.97
7469,44,79698.44
7470,52,57588.28
7471,47,70222.24
7472,45,49699.59
7473,40,62269.93
7474,44,40683.85
7475,48,79689.35
7476,55,87500.28
7477,29,86004.24
7478,39,56482.69
7479,35,61103.73
7480,53,50705.15
7481,32,83974.02
7482,59,55190.05
7483,51,43911.61
7484,42,64683.88
7485,29,81383.14
7486,60,70658.4
7487,28,68427.18
7488,57,73208.21
7489,30,70636.39
7490,28,45870.56
7491,50,39359.27
7492,47,64568.73
7493,28,88254.18
7494,40,83079.39
7495,53,47108.6
7496,31,57502.48
7497,53,59057.65
7498,55,61672.02
7499,56,40725.98
7500,50,56525.17
7501,44,32254.81
7502,28,30801.8
7503,30,59814.06
7504,46,85682.94
7505,29,56522.39
7506,53,70210.18
7507,49,47270.85
7508,52,62484.53
7509,42,46307.94
7510,28,80357.87
7511,28,46388.15
7512,44,58050.24
7513,56,63024.7
7514,35,87553.12
7515,40,30276.31
7516,51,31077.0
7517,38,44600.53
7518,37,47786.25
7519,32,32562.17
7520,39,58792.84
7521,41,73636.32
7522,39,35167.38
7523,30,56616.09
7524,42,83837.86
7525,28,36566.45
7526,35,57679.56
7527,49,52990.65
7528,41,70389.62
7529,37,37619.49
7530,32,40926.12
7531,39,87408.48
7532,52,80397.42
7533,58,36939.26
7534,31,88704.22
7535,27,63950.06
7536,58,74458.44
7537,43,66106.67
7538,45,36483.77
7539,46,42962.59
7540,39,41159.58
7541,33,60116.27
7542,32,79011.45
7543,60,51953.6
7544,30,89606.84
7545,41,80413.65
7546,59,79358.58
7547,30,56396.32
7548,49,88947.28
7549,55,48885.79
7550,47,37794.27
7551,25,52974.21
7552,55,60328.4
7553,50,64459.72
7554,49,84374.61
7555,51,85151.44
7556,43,56314.82
7557,41,35843.88
7558,26,76751.71
7559,31,66384.92
7560,43,67331.34
7561,56,88089.15
7562,26,60208.98
7563,37,42871.51
7564,52,59810.67
7565,60,78570.46
7566,28,69346.74
7567,60,65409.18
7568,45,66509.35
7569,48,80211.93
7570,60,68365.25
7571,52,88792.48
7572,51,54480.93
7573,41,40716.32
7574,50,61405.03
7575,56,40107.33
7576,57,63518.27
7577,31,38581.29
7578,46,51474.22
7579,33,78421.81
7580,55,37178.95
7581,45,87439.12
7582,52,60957.16
7583,47,86440.15
7584,35,72049.43
7585,47,71155.28
7586,41,45072.93
7587,45,77393.93
7588,50,38030.87
7589,37,34398.04
7590,41,55398.16
7591,38,64774.63
7592,46,50295.64
7593,33,30756.42
7594,57,74647.52
7595,45,40006.5
7596,35,59165.36
7597,42,61198.18
7598,28,60042.68
7599,48,44139.59
7600,27,56439.64
7601,39,40460.46
7602,53,62943.17
7603,30,62884.36
7604,31,89739.29
7605,49,81106.19
7606,33,43646.1
7607,34,84181.32
7608,60,68321.62
7609,34,46377.52
7610,36,69756.72
7611,48,64854.85
7612,45,77571.55
7613,44,61057.5
7614,32,34776.36
7615,50,71097.08
7616,40,89336.56
7617,37,75938.88
7618,28,33521.78
7619,46,49463.92
7620,33,46324.98
7621,32,43954.79
7622,43,49427.58
7623,44,68631.46
7624,44,30624.28
7625,39,70321.33
7626,59,84631.37
7627,49,49083.16
7628,55,41531.72
7629,32,70150.95
7630,43,80748.45
7631,54,32409.61
7632,34,50644.85
7633,35,53461.77
7634,41,78030.93
7635,53,81913.47
7636,57,41761.7
7637,45,81036.45
7638,37,44671.41
7639,52,70090.81
7640,36,38856.68
7641,28,34688.28
7642,32,31304.06
7643,53,86459.99
7644,58,63017.66
7645,39,57643.65
7646,43,40755.34
7647,40,85649.82
7648,28,51107.64
7649,27,39657.53
7650,58,72316.63
7651,38,72348.7
7652,31,44219.95
7653,51,31115.66
7654,42,37310.14
7655,30,33666.5
7656,49,35690.95
7657,56,60548.03
7658,48,77071.9
7659,52,38277.24
7660,48,89904.72
7661,48,34706.26
7662,32,56975.48
7663,58,36375.43
7664,38,35033.33
7665,35,73980.41
7666,26,39185.35
7667,60,87265.37
7668,55,61163.76
7669,51,51845.52
7670,54,30584.59
7671,34,67257.3
7672,30,52443.12
7673,32,52067.35
7674,46,75852.25
7675,46,81915.44
7676,55,62967.59
7677,53,54384.08
7678,57,52424.66
7679,55,30022.76
7680,38,77454.64
7681,43,43224.65
7682,37,78302.39
7683,30,88785.45
7684,43,41144.71
7685,29,43505.7
7686,49,74539.97
7687,45,54136.91
7688,27,71705.16
7689,34,89708.72
7690,41,33474.84
7691,44,38911.02
7692,36,52351.9
7693,58,80348.32
7694,59,53673.59
7695,60,74467.26
7696,26,59684.0
7697,58,59653.5
7698,42,30327.19
7699,27,52169.65
7700,41,34817.17
7701,51,79974.41
7702,45,64480.77
7703,45,60218.61
7704,49,53622.87
7705,41,83402.44
7706,46,81447.2
7707,25,32640.03
7708,30,73063.88
7709,50,58745.03
7710,26,45459.34
7711,54,77344.58
7712,54,33866.92
7713,59,78980.34
7714,31,33989.51
7715,31,36874.33
7716,25,35894.3
7717,38,69577.26
7718,50,50609.04
7719,41,35408.06
7720,34,31366.67
7721,32,65070.35
7722,53,52579.06
7723,55,87018.28
7724,36,72702.83
7725,37,39871.44
7726,35,85589.29
7727,48,80343.06
7728,49,87749.34
7729,58,60894.2
7730,49,85778.96
7731,34,49008.86
7732,37,34912.8
7733,36,46706.08
7734,26,87726.09
7735,39,42362.11
7736,36,68581.14
7737,28,80255.91
7738,28,88717.63
7739,26,71847.41
7740,38,57936.68
7741,53,77695.0
7742,49,85253.65
7743,58,60225.59
7744,37,68603.97
7745,45,41771.35
7746,41,30003.87
7747,44,64148.14
7748,25,32900.92
7749,46,39967.99
7750,44,37061.63
7751,44,74860.28
7752,51,86836.38
7753,34,34925.15
7754,45,57082.84
7755,39,32143.65
7756,46,42569.37
7757,38,59630.94
7758,58,46665.61
7759,44,52370.57
7760,50,41261.39
7761,52,88293.34
7762,39,44183.14
7763,58,48240.98
7764,41,60901.83
7765,48,40923.74
7766,33,53678.7
7767,31,67175.26
7768,35,73390.17
7769,59,72762.49
7770,27,50343.94
7771,27,87133.48
7772,25,30726.13
7773,53,63179.67
7774,31,40879.67
7775,33,72804.81
7776,60,57452.16
7777,37,62273.85
7778,25,82141.39
7779,53,85396.31
7780,55,31194.55
7781,52,57427.28
7782,47,34001.24
7783,57,56969.85
7784,56,47298.29
7785,45,75148.14
7786,60,72626.53
7787,59,70530.27
7788,48,57907.42
7789,47,75218.0
7790,52,69671.51
7791,26,47655.96
7792,28,76466.02
7793,41,55464.84
7794,35,35484.12
7795,45,32409.87
7796,51,47641.55
7797,52,72994.18
7798,53,87078.66
7799,55,50112.35
7800,58,61752.96
7801,53,44400.72
7802,60,45462.14
7803,42,48970.67
7804,36,84942.05
7805,59,55386.66
7806,31,41578.96
7807,48,56955.3
7808,25,73194.62
7809,39,35408.76
7810,41,67908.42
7811,52,61289.09
7812,25,33813.76
7813,47,53475.72
7814,34,71617.69
7815,34,45214.69
7816,40,65625.69
7817,55,70290.01
7818,29,72141.75
7819,37,30817.17
7820,35,76027.35
7821,57,60452.98
7822,42,45590.38
7823,52,77212.47
7824,36,59848.84
7825,48,54575.77
7826,29,50308.29
7827,57,60636.25
7828,38,41063.52
7829,57,49993.85
7830,38,43744.17
7831,55,84743.44
7832,51,51159.51
7833,28,68746.29
7834,38,34101.76
7835,42,89709.53
7836,48,43194.12
7837,30,42927.68
7838,40,40502.64
7839,28,37266.81
7840,42,71271.23
7841,40,34507.78
7842,37,61507.45
7843,56,68689.27
7844,46,78899.68
7845,28,40297.23
7846,32,52835.43
7847,33,60323.72
7848,46,77490.02
7849,32,32047.97
7850,56,42063.25
7851,50,36129.87
7852,30,31052.42
7853,41,61165.82
7854,40,68413.96
7855,35,59249.41
7856,27,47530.52
7857,37,84505.95
7858,52,70560.19
7859,37,89670.37
7860,50,38683.4
7861,31,37678.78
7862,39,49422.04
7863,28,84869.84
7864,27,62287.91
7865,31,54740.67
7866,60,77532.15
7867,33,58986.82
7868,53,81827.69
7869,31,46280.41
7870,55,80428.89
7871,27,88438.03
7872,51,54952.68
7873,56,76987.29
7874,44,44568.94
7875,33,53529.96
7876,30,78828.66
7877,33,45852.73
7878,44,70816.12
7879,31,48512.86
7880,34,79196.35
7881,26,86516.71
7882,53,39386.21
7883,27,46683.72
7884,56,39927.17
7885,28,79554.18
7886,54,68509.62
7887,54,43700.28
7888,32,60786.57
7889,29,34463.4
7890,60,67172.5
7891,45,61700.76
7892,34,40666.02
7893,35,80732.58
7894,31,87916.18
7895,40,77584.09
7896,52,66608.28
7897,35,86741.28
7898,49,85098.38
7899,25,40549.48
7900,28,64357.15
7901,29,81562.84
7902,46,55932.2
7903,39,83030.09
7904,29,45876.88
7905,59,32230.8
7906,42,44004.64
7907,49,84638.69
7908,25,48196.1
7909,25,32830.78
7910,32,55355.16
7911,51,48653.37
7912,59,33846.71
7913,48,55550.07
7914,56,77168.08
7915,54,68595.72
7916,45,31921.51
7917,25,38819.68
7918,59,84723.95
7919,43,57213.7
7920,38,80420.41
7921,59,84376.62
7922,43,65997.41
7923,37,85282.75
7924,40,52049.46
7925,31,42504.03
7926,59,82522.76
7927,54,54530.2
7928,55,63460.71
7929,51,81237.47
7930,34,87525.75
7931,38,71593.22
7932,60,71673.65
7933,60,64931.93
7934,30,67921.39
7935,41,55608.58
7936,36,84612.89
7937,53,51691.99
7938,42,31739.75
7939,32,36780.94
7940,49,58248.28
7941,59,85387.27
7942,31,70002.94
7943,53,51512.95
7944,42,58557.05
7945,49,79167.21
7946,57,38238.5
7947,40,50041.72
7948,55,58997.98
7949,36,76700.47
7950,47,37576.82
7951,60,32171.25
7952,28,54919.52
7953,36,47531.58
7954,47,38100.14
7955,42,64130.64
7956,60,72247.21
7957,29,69128.6
7958,35,43802.14
7959,51,32287.16
7960,38,65885.32
7961,59,67483.2
7962,32,48007.65
7963,47,81415.01
7964,38,47283.82
7965,47,47994.94
7966,33,34435.18
7967,33,49680.14
7968,34,61674.85
7969,43,39760.38
7970,28,35028.73
7971,28,84443.7
7972,55,64299.83
7973,27,83140.68
7974,39,61029.65
7975,35,87105.18
7976,37,69241.45
7977,34,41945.47
7978,53,60712.2
7979,28,86947.37
7980,54,60951.75
7981,56,54528.29
7982,46,38938.45
7983,31,56406.65
7984,28,45932.35
7985,44,54476.87
7986,41,37001.89
7987,47,37889.7
7988,28,39551.81
7989,27,61587.43
7990,60,80303.96
7991,33,39536.76
7992,33,89666.3
7993,59,43981.05
7994,40,84729.66
7995,53,82706.27
7996,41,36646.05
7997,46,48540.34
7998,55,31910.63
7999,36,45832.15
8000,52,72199.96
8001,50,67537.28
8002,57,73469.14
8003,60,85738.07
8004,40,68027.75
8005,48,51730.35
8006,53,57200.65
8007,60,48753.17
8008,25,43546.02
8009,50,49017.46
8010,57,51928.3
8011,54,71744.24
8012,41,64982.22
8013,35,65328.48
8014,37,87977.39
8015,34,53670.3
8016,31,66642.69
8017,59,76962.59
8018,58,44292.99
8019,48,64624.29
8020,26,40061.03
8021,60,77423.96
8022,57,44130.51
8023,42,37511.14
8024,45,54537.07
8025,36,69639.79
8026,57,68423.82
8027,50,69130.6
8028,52,66203.32
8029,38,56453.36
8030,38,57182.23
8031,33,64080.39
8032,44,78893.29
8033,27,83183.75
8034,44,82976.54
8035,42,80965.91
8036,53,83944.14
8037,43,77242.85
8038,44,47248.22
8039,31,59934.45
8040,45,83299.8
8041,55,54161.11
8042,25,85455.84
8043,36,84817.27
8044,48,86280.52
8045,48,33042.31
8046,38,80430.58
8047,54,53860.82
8048,57,88950.61
8049,45,61421.79
8050,59,84469.34
8051,56,46592.26
8052,39,39300.07
8053,43,34938.36
8054,48,68753.71
8055,29,86779.63
8056,36,88392.48
8057,32,41455.12
8058,49,80481.97
8059,27,72529.06
8060,59,30245.8
8061,35,77225.99
8062,25,75197.92
8063,42,43724.64
8064,38,79476.92
8065,41,65738.11
8066,39,50464.42
8067,60,38292.08
8068,27,30313.14
8069,43,52709.38
8070,28,53440.57
8071,40,51774.07
8072,36,80412.08
8073,47,30503.27
8074,36,34023.64
8075,39,75204.19
8076,54,31858.65
8077,46,64740.5
8078,52,46829.06
8079,34,34703.03
8080,40,60129.11
8081,28,31551.38
8082,52,86591.49
8083,39,75214.04
8084,29,44559.62
8085,38,39926.14
8086,36,46146.37
8087,32,62868.09
8088,39,38873.49
8089,28,40662.48
8090,47,50478.82
8091,55,72408.44
8092,60,66097.56
8093,52,84403.5
8094,39,39527.67
8095,26,78921.06
8096,50,71534.64
8097,28,43826.29
8098,34,33274.97
8099,46,40395.68
8100,60,47083.62
8101,54,63158.09
8102,60,33200.47
8103,42,85756.69
8104,48,44119.97
8105,25,44597.36
8106,39,65505.64
8107,26,35085.39
8108,31,65275.16
8109,38,70233.9
8110,28,30350.31
8111,48,63603.52
8112,37,40224.63
8113,28,87189.56
8114,55,36055.94
8115,50,68447.16
8116,38,47017.49
8117,30,89858.74
8118,36,55851.45
8119,25,78133.35
8120,30,40897.97
8121,53,57221.39
8122,51,49282.59
8123,53,34246.46
8124,44,65016.89
8125,59,50772.6
8126,45,50048.17
8127,28,84747.56
8128,47,78774.4
8129,43,58296.85
8130,34,52583.21
8131,25,82931.79
8132,38,82530.58
8133,59,79592.99
8134,56,71059.49
8135,44,75713.08
8136,50,31104.83
8137,27,84498.68
8138,41,68362.89
8139,43,88054.87
8140,56,40844.35
8141,26,87502.0
8142,60,33366.75
8143,54,42822.12
8144,47,30842.35
8145,50,38302.39
8146,48,47225.74
8147,32,32184.78
8148,38,51670.88
8149,29,79124.31
8150,33,82229.04
8151,46,74776.54
8152,45,40949.18
8153,45,30300.7
8154,51,37028.78
8155,44,41232.47
8156,37,70087.9
8157,52,45602.12
8158,26,30823.77
8159,33,45073.55
8160,42,62293.96
8161,60,77749.62
8162,26,48016.95
8163,32,45829.51
8164,25,68346.98
8165,43,39742.46
8166,46,66144.6
8167,40,52979.39
8168,53,50338.18
8169,37,37455.02
8170,50,59254.59
8171,59,79300.94
8172,60,79175.26
8173,60,42559.83
8174,39,45323.49
8175,56,39048.49
8176,57,43836.99
8177,37,76327.81
8178,30,87840.32
8179,46,81692.78
8180,25,68427.09
8181,34,34155.35
8182,46,80960.73
8183,39,64691.15
8184,53,45101.51
8185,57,47466.48
8186,38,60953.72
8187,34,74140.24
8188,39,41350.78
8189,56,58528.21
8190,36,36929.55
8191,48,83273.78
8192,59,56675.57
8193,59,35422.25
8194,37,32555.37
8195,43,78510.62
8196,31,53493.21
8197,29,47763.4
8198,36,55322.5
8199,47,78268.03
8200,29,86496.73
8201,25,37370.45
8202,33,37420.37
8203,38,31073.11
8204,33,55159.74
8205,55,51880.32
8206,50,70274.15
8207,37,53582.69
8208,57,44389.52
8209,55,78393.73
8210,37,54921.2
8211,40,70897.01
8212,45,64732.61
8213,38,49278.81
8214,54,80175.36
8215,35,72388.38
8216,39,49115.46
8217,46,33652.79
8218,53,52869.43
8219,35,47375.04
8220,34,41940.67
8221,51,73710.26
8222,49,30678.0
8223,42,34829.08
8224,46,59971.37
8225,46,69223.4
8226,56,48400.61
8227,50,65076.94
8228,29,80237.43
8229,29,75681.62
8230,35,75638.96
8231,43,58675.08
8232,57,83966.43
8233,38,30380.57
8234,53,43538.7
8235,50,45046.59
8236,34,30364.78
8237,31,40509.52
8238,28,66245.99
8239,30,39777.38
8240,34,48128.32
8241,40,84839.33
8242,48,51991.26
8243,35,35752.15
8244,43,65668.84
8245,53,69734.61
8246,28,87580.82
8247,51,83725.5
8248,54,60438.71
8249,58,34740.41
8250,34,56087.95
8251,56,38035.5
8252,35,88915.98
8253,51,42279.65
8254,46,77685.25
8255,33,50238.73
8256,58,63953.04
8257,25,89825.59
8258,51,31143.56
8259,38,75655.79
8260,50,57913.58
8261,48,42483.6
8262,32,74352.67
8263,30,77684.08
8264,44,83882.29
8265,39,64104.95
8266,25,50815.01
8267,45,48246.79
8268,25,80483.25
8269,60,88617.26
8270,57,52004.01
8271,27,60392.55
8272,60,85863.73
8273,29,85589.31
8274,60,74794.48
8275,53,60688.37
8276,34,43579.8
8277,37,61328.35
8278,44,74986.32
8279,49,59151.64
8280,47,71679.7
8281,45,44397.91
8282,51,43772.5
8283,53,88991.01
8284,42,56918.96
8285,54,38432.6
8286,51,80866.43
8287,58,34374.68
8288,30,30343.56
8289,55,67161.32
8290,30,58663.09
8291,29,56772.73
8292,31,62637.46
8293,35,32629.59
8294,44,40612.63
8295,33,89291.38
8296,27,45804.68
8297,34,73977.7
8298,43,51316.71
8299,29,44513.32
8300,47,59112.23
8301,42,42630.95
8302,25,43917.06
8303,42,86866.12
8304,41,65313.62
8305,28,58275.09
8306,49,50870.01
8307,36,48313.61
